Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
12/2/2020,12/2/2020,12/4/2020,2,AZO,AutoZone,BUY,0.1,"$1,142.27 ",($114.23),N
12/2/2020,12/2/2020,12/4/2020,2,PPL,PPL,BUY,1,$28.00 ,($28.00),N
12/1/2020,12/1/2020,12/1/2020,2,INTC,Cash Div: R/D 2020-11-07 P/D 2020-12-01 - 7 shares at 0.33,CDIV,--,--,$2.31 ,N
12/1/2020,12/1/2020,12/1/2020,2,PFE,Cash Div: R/D 2020-11-06 P/D 2020-12-01 - 2 shares at 0.38,CDIV,--,--,$0.76 ,N
12/1/2020,12/1/2020,12/1/2020,2,FE,Cash Div: R/D 2020-11-06 P/D 2020-12-01 - 1.3 shares at 0.39,CDIV,--,--,$0.51 ,N
12/1/2020,12/1/2020,12/1/2020,2,ETR,Cash Div: R/D 2020-11-12 P/D 2020-12-01 - 1 shares at 0.95,CDIV,--,--,$0.95 ,N
12/1/2020,12/1/2020,12/3/2020,2,K,Kellogg,BUY,1,$63.58 ,($63.58),N
12/1/2020,12/1/2020,12/3/2020,2,TTCF,Tattooed Chef,BUY,1,$14.91 ,($14.91),N
12/1/2020,12/1/2020,12/3/2020,2,FE,FirstEnergy,BUY,1,$26.45 ,($26.45),N
12/1/2020,12/1/2020,12/1/2020,2,MKC,Result of 1.0000:1.0000 Forward Split Effective: 2020-12-01,SPL,0.25,--,--,N
11/30/2020,11/30/2020,11/30/2020,2,IDA,Cash Div: R/D 2020-11-05 P/D 2020-11-30 - 0.6 shares at 0.71,CDIV,--,--,$0.43 ,N
11/30/2020,11/30/2020,12/2/2020,2,EVRG,Evergy,BUY,1,$55.00 ,($55.00),N
11/30/2020,11/30/2020,12/2/2020,2,PNW,Pinnacle West,BUY,0.5,$81.68 ,($40.84),N
11/30/2020,11/30/2020,12/2/2020,2,NGG,National Grid,BUY,0.5,$57.03 ,($28.51),N
11/30/2020,11/30/2020,12/2/2020,2,PG,Procter & Gamble,BUY,0.1,$137.04 ,($13.70),N
11/30/2020,11/30/2020,12/2/2020,2,AMT,American Tower,BUY,0.2,$228.89 ,($45.78),N
11/30/2020,11/30/2020,12/2/2020,2,NEE,NextEra Energy,BUY,0.5,$73.72 ,($36.86),N
11/30/2020,11/30/2020,12/2/2020,2,SCS,Steelcase,BUY,1,$12.25 ,($12.25),N
11/30/2020,11/30/2020,12/2/2020,2,XLU,Utilities Select Sector SPDR Fund,BUY,1,$62.88 ,($62.88),N
11/30/2020,11/30/2020,12/2/2020,2,SMPL,Simply Good Foods,BUY,1,$21.79 ,($21.79),N
11/27/2020,11/27/2020,12/1/2020,2,SRE,Sempra,BUY,0.5,$130.12 ,($65.06),N
11/27/2020,11/27/2020,12/1/2020,2,MKC,McCormick,BUY,0.25,$184.96 ,($46.24),N
11/27/2020,11/27/2020,12/1/2020,2,D,Dominion Energy,BUY,1,$78.66 ,($78.66),N
11/25/2020,11/25/2020,11/30/2020,2,SFT,Shift Technologies,BUY,25,$9.00 ,($224.99),N
11/25/2020,11/25/2020,11/30/2020,2,D,Dominion Energy,BUY,0.5,$79.12 ,($39.56),N
11/24/2020,11/24/2020,11/27/2020,2,AMT,American Tower,BUY,0.2,$228.90 ,($45.78),N
11/24/2020,11/24/2020,11/27/2020,2,AMT,American Tower,BUY,0.2,$228.66 ,($45.73),N
11/24/2020,11/24/2020,11/27/2020,2,ES,Eversource,BUY,0.5,$87.58 ,($43.79),N
11/24/2020,11/24/2020,11/27/2020,2,AAPL,Apple,BUY,0.25,$112.96 ,($28.24),N
11/24/2020,11/24/2020,11/27/2020,2,FE,FirstEnergy,BUY,1,$27.45 ,($27.45),N
11/23/2020,11/23/2020,11/25/2020,2,NSRGY,Nestle,BUY,0.2,$111.02 ,($22.21),N
11/23/2020,11/23/2020,11/25/2020,2,ANSS,ANSYS,BUY,0.1,$311.92 ,($31.19),N
11/23/2020,11/23/2020,11/25/2020,2,JNJ,Johnson & Johnson,BUY,0.5,$144.04 ,($72.02),N
11/23/2020,11/23/2020,11/25/2020,2,ADBE,Adobe,BUY,0.1,$456.32 ,($45.63),N
11/23/2020,11/23/2020,11/25/2020,2,AMZN,Amazon,BUY,0.1,"$3,066.38 ",($306.64),N
11/23/2020,11/23/2020,11/25/2020,2,AAPL,Apple,BUY,0.25,$114.40 ,($28.60),N
11/23/2020,11/23/2020,11/25/2020,2,MSFT,Microsoft,BUY,0.201891,$208.69 ,($42.13),N
11/23/2020,11/23/2020,11/25/2020,2,MSFT,Microsoft,BUY,0.209008,$208.69 ,($43.62),N
11/23/2020,11/23/2020,11/25/2020,2,MSFT,Microsoft,BUY,0.089101,$208.69 ,($18.59),N
11/23/2020,11/23/2020,11/25/2020,2,GOOG,Alphabet Class C,BUY,0.1,"$1,720.78 ",($172.08),N
11/23/2020,11/23/2020,11/25/2020,2,TTCF,Tattooed Chef,BUY,1,$15.44 ,($15.44),N
11/23/2020,11/23/2020,11/25/2020,2,AMT,American Tower,BUY,0.2,$232.53 ,($46.51),N
11/20/2020,11/20/2020,11/20/2020,2,VNO,Cash Div: R/D 2020-11-09 P/D 2020-11-20 - 0.2 shares at 0.53,CDIV,--,--,$0.11 ,N
11/20/2020,11/20/2020,11/20/2020,2,NI,Cash Div: R/D 2020-10-30 P/D 2020-11-20 - 3 shares at 0.21,CDIV,--,--,$0.63 ,N
11/20/2020,11/20/2020,11/24/2020,2,GOOG,Alphabet Class C,BUY,0.1,"$1,751.11 ",($175.11),N
11/20/2020,11/20/2020,11/24/2020,2,MSFT,Microsoft,BUY,0.001461,$211.42 ,($0.31),N
11/20/2020,11/20/2020,11/24/2020,2,MSFT,Microsoft,BUY,0.498539,$211.42 ,($105.40),N
11/20/2020,11/20/2020,11/24/2020,2,FE,FirstEnergy,BUY,1,$27.46 ,($27.46),N
11/19/2020,11/19/2020,11/23/2020,2,PFE,Pfizer,BUY,1,$35.98 ,($35.98),N
11/19/2020,11/19/2020,11/23/2020,2,JNJ,Johnson & Johnson,BUY,0.5,$146.00 ,($73.00),N
11/19/2020,11/19/2020,11/23/2020,2,ES,Eversource,BUY,0.5,$87.90 ,($43.95),N
11/19/2020,11/19/2020,11/23/2020,2,ATO,Atmos Energy,BUY,0.5,$93.44 ,($46.72),N
11/19/2020,11/19/2020,11/23/2020,2,XLU,Utilities Select Sector SPDR Fund,BUY,1,$63.26 ,($63.26),N
11/19/2020,11/19/2020,11/23/2020,2,D,Dominion Energy,BUY,0.25,$79.75 ,($19.94),N
11/19/2020,11/19/2020,11/23/2020,2,XLV,Health Care Select Sector SPDR Fund,BUY,1,$108.54 ,($108.54),N
11/18/2020,11/18/2020,11/20/2020,2,TSLA,Tesla,SELL,-0.3,$455.49 ,$136.65 ,N
11/18/2020,11/18/2020,11/20/2020,2,BABA,Alibaba,SELL,-1,$253.39 ,$253.39 ,N
11/18/2020,11/18/2020,11/20/2020,2,BABA,Alibaba,BUY,0.25,$253.56 ,($63.39),N
11/17/2020,11/17/2020,11/19/2020,2,BABA,Alibaba,BUY,0.25,$256.97 ,($64.24),N
11/17/2020,11/17/2020,11/19/2020,2,LIN,Linde,BUY,0.1,$251.78 ,($25.18),N
11/17/2020,11/17/2020,11/19/2020,2,APD,Air Products & Chemicals,BUY,0.1,$263.02 ,($26.30),N
11/17/2020,11/17/2020,11/19/2020,2,SIEGY,Siemens,BUY,1,$65.76 ,($65.76),N
11/17/2020,11/17/2020,11/19/2020,2,GDRX,GoodRx,BUY,1,$39.35 ,($39.35),N
11/16/2020,11/16/2020,11/18/2020,2,FE,FirstEnergy,BUY,1,$28.50 ,($28.50),N
11/13/2020,11/13/2020,11/13/2020,2,OKE,Cash Div: R/D 2020-11-02 P/D 2020-11-13 - 0.3 shares at 0.935,CDIV,--,--,$0.28 ,N
11/13/2020,11/13/2020,11/17/2020,2,SPUS,SP Funds S&P 500 Sharia,SELL,-15,$24.25 ,$363.75 ,N
11/13/2020,11/13/2020,11/17/2020,2,COST,Costco,SELL,-0.2,$378.28 ,$75.66 ,N
11/13/2020,11/13/2020,11/17/2020,2,THO,Thor Industries,SELL,-1,$87.20 ,$87.20 ,N
11/13/2020,11/13/2020,11/17/2020,2,WGO,Winnebago,SELL,-0.8,$49.82 ,$39.86 ,N
11/13/2020,11/13/2020,11/17/2020,2,MDLA,Medallia,SELL,-3,$30.96 ,$92.88 ,N
11/13/2020,11/13/2020,11/17/2020,2,BAX,Baxter,SELL,-0.1,$82.52 ,$8.25 ,N
11/13/2020,11/13/2020,11/17/2020,2,AL,Air Lease,SELL,-0.5,$35.06 ,$17.53 ,N
11/13/2020,11/13/2020,11/17/2020,2,AER,AerCap,SELL,-0.5,$35.48 ,$17.74 ,N
11/13/2020,11/13/2020,11/17/2020,2,DD,Dupont De Nemours,SELL,-0.5,$61.71 ,$30.86 ,N
11/13/2020,11/13/2020,11/17/2020,2,LUV,Southwest Airlines,SELL,-1,$43.85 ,$43.85 ,N
11/13/2020,11/13/2020,11/17/2020,2,EVRG,Evergy,SELL,-2.5,$56.60 ,$141.50 ,N
11/13/2020,11/13/2020,11/17/2020,2,T,AT&T,SELL,-6.5,$28.94 ,$188.08 ,N
11/13/2020,11/13/2020,11/17/2020,2,ADSK,Autodesk,SELL,-0.2,$249.32 ,$49.86 ,N
11/13/2020,11/13/2020,11/17/2020,2,ANSS,ANSYS,SELL,-0.2,$326.33 ,$65.27 ,N
11/13/2020,11/13/2020,11/17/2020,2,ADBE,Adobe,SELL,-0.3,$467.69 ,$140.31 ,N
11/13/2020,11/13/2020,11/17/2020,2,KMB,Kimberly-Clark,SELL,-1,$139.39 ,$139.39 ,N
11/13/2020,11/13/2020,11/17/2020,2,DOW,Dow,SELL,-1,$51.90 ,$51.90 ,N
11/13/2020,11/13/2020,11/17/2020,2,MRK,Merck,SELL,-0.5,$81.39 ,$40.70 ,N
11/13/2020,11/13/2020,11/17/2020,2,COMM,CommScope,SELL,-10,$10.74 ,$107.42 ,N
11/13/2020,11/13/2020,11/17/2020,2,CSCO,Cisco Systems,SELL,-5,$41.39 ,$206.96 ,N
11/13/2020,11/13/2020,11/17/2020,2,PFE,Pfizer,SELL,-2,$38.47 ,$76.94 ,N
11/13/2020,11/13/2020,11/17/2020,2,SWRAY,Swire Pacific,SELL,-72,$5.55 ,$399.59 ,N
11/13/2020,11/13/2020,11/17/2020,2,AMT,American Tower,SELL,-1,$242.27 ,$242.27 ,N
11/13/2020,11/13/2020,11/17/2020,2,AMT,American Tower,SELL,-0.8,$242.29 ,$193.83 ,N
11/13/2020,11/13/2020,11/17/2020,2,JNJ,Johnson & Johnson,SELL,-0.5,$149.87 ,$74.94 ,N
11/13/2020,11/13/2020,11/17/2020,2,JNJ,Johnson & Johnson,SELL,-3,$149.87 ,$449.61 ,N
11/13/2020,11/13/2020,11/17/2020,2,HLAL,Listed Funds Trust Wahed FTSE USA Shariah,SELL,-10,$31.51 ,$315.10 ,N
11/13/2020,11/13/2020,11/17/2020,2,AAPL,Apple,SELL,-1.5,$118.63 ,$177.95 ,N
11/13/2020,11/13/2020,11/17/2020,2,XLU,Utilities Select Sector SPDR Fund,SELL,-5,$66.07 ,$330.36 ,N
11/13/2020,11/13/2020,11/17/2020,2,XLU,Utilities Select Sector SPDR Fund,SELL,-0.2,$66.08 ,$13.22 ,N
11/13/2020,11/13/2020,11/17/2020,2,IBM,IBM,SELL,-7,$116.91 ,$818.37 ,N
11/13/2020,11/13/2020,11/17/2020,2,AMZN,Amazon,SELL,-0.2,"$3,101.99 ",$620.38 ,N
11/13/2020,11/13/2020,11/17/2020,2,MSFT,Microsoft,SELL,-0.6,$216.41 ,$129.85 ,N
11/13/2020,11/13/2020,11/17/2020,2,MSFT,Microsoft,SELL,-3,$216.40 ,$649.18 ,N
11/13/2020,11/13/2020,11/17/2020,2,XLV,Health Care Select Sector SPDR Fund,SELL,-5,$112.22 ,$561.08 ,N
11/13/2020,11/13/2020,11/17/2020,2,GOOG,Alphabet Class C,SELL,-1,"$1,776.53 ","$1,776.49 ",N
11/13/2020,11/13/2020,11/17/2020,2,COMM,CommScope,SELL,-5,$10.58 ,$52.90 ,N
11/13/2020,11/13/2020,11/17/2020,2,BABA,Alibaba,BUY,0.15,$257.95 ,($38.69),N
11/13/2020,11/13/2020,11/17/2020,2,BABA,Alibaba,BUY,0.1,$258.16 ,($25.82),N
11/13/2020,11/13/2020,11/17/2020,2,CRSP,CRISPR,SELL,-0.5,$104.35 ,$52.18 ,N
11/12/2020,11/12/2020,11/12/2020,2,AAPL,Cash Div: R/D 2020-11-09 P/D 2020-11-12 - 1.5 shares at 0.205,CDIV,--,--,$0.31 ,N
11/12/2020,11/12/2020,11/16/2020,2,APD,Air Products & Chemicals,BUY,0.1,$268.42 ,($26.84),N
11/12/2020,11/12/2020,11/16/2020,2,APD,Air Products & Chemicals,BUY,0.1,$273.39 ,($27.34),N
11/12/2020,11/12/2020,11/16/2020,2,EVRG,Evergy,BUY,0.5,$55.79 ,($27.90),N
11/11/2020,11/11/2020,11/13/2020,2,PS,Pluralsight,BUY,1,$14.90 ,($14.90),N
11/10/2020,11/10/2020,11/13/2020,2,MSFT,Microsoft,BUY,0.1,$210.51 ,($21.05),N
11/10/2020,11/10/2020,11/13/2020,2,VZ,Verizon,SELL,-1,$61.02 ,$61.03 ,N
11/10/2020,11/10/2020,11/13/2020,2,ATO,Atmos Energy,SELL,-1,$101.62 ,$101.62 ,N
11/10/2020,11/10/2020,11/13/2020,2,SCS,Steelcase,SELL,-10,$12.61 ,$126.09 ,N
11/10/2020,11/10/2020,11/13/2020,2,SRE,Sempra,SELL,-0.5,$134.64 ,$67.32 ,N
11/10/2020,11/10/2020,11/13/2020,2,XLB,Materials Select Sector SPDR ETF,SELL,-0.5,$70.10 ,$35.05 ,N
11/10/2020,11/10/2020,11/13/2020,2,SMPL,Simply Good Foods,SELL,-5,$22.71 ,$113.55 ,N
11/10/2020,11/10/2020,11/13/2020,2,UNP,Union Pacific,SELL,-0.6,$202.25 ,$121.35 ,N
11/10/2020,11/10/2020,11/13/2020,2,ICAGY,International Airlines Group,SELL,-35,$3.60 ,$126.01 ,N
11/10/2020,11/10/2020,11/13/2020,2,MLHR,Herman Miller,SELL,-5,$36.09 ,$180.45 ,N
11/10/2020,11/10/2020,11/13/2020,2,GDRX,GoodRx,BUY,0.4,$50.15 ,($20.06),N
11/10/2020,11/10/2020,11/13/2020,2,LIN,Linde,SELL,-0.3,$260.77 ,$78.23 ,N
11/10/2020,11/10/2020,11/13/2020,2,APD,Air Products & Chemicals,SELL,-0.1,$313.51 ,$31.35 ,N
11/10/2020,11/10/2020,11/13/2020,2,D,Dominion Energy,SELL,-0.25,$85.58 ,$21.40 ,N
11/10/2020,11/10/2020,11/13/2020,2,EVRG,Evergy,SELL,-1,$59.10 ,$59.10 ,N
11/10/2020,11/10/2020,11/13/2020,2,NI,NiSource,SELL,-1,$24.76 ,$24.76 ,N
11/10/2020,11/10/2020,11/13/2020,2,SRE,Sempra,SELL,-0.5,$133.91 ,$66.96 ,N
11/10/2020,11/10/2020,11/13/2020,2,ADBE,Adobe,BUY,0.1,$448.13 ,($44.81),N
11/10/2020,11/10/2020,11/13/2020,2,BABA,Alibaba,BUY,0.064996,$270.42 ,($17.58),N
11/10/2020,11/10/2020,11/13/2020,2,BABA,Alibaba,BUY,0.185004,$270.42 ,($50.03),N
11/9/2020,11/9/2020,11/12/2020,2,RDFN,Redfin,BUY,1,$39.66 ,($39.66),N
11/9/2020,11/9/2020,11/12/2020,2,RDFN,Redfin,BUY,1,$42.06 ,($42.06),N
11/9/2020,11/9/2020,11/12/2020,2,SMPL,Simply Good Foods,SELL,-2,$22.93 ,$45.86 ,N
11/9/2020,11/9/2020,11/12/2020,2,THO,Thor Industries,BUY,0.5,$82.48 ,($41.24),N
11/9/2020,11/9/2020,11/12/2020,2,AL,Air Lease,SELL,-0.5,$36.02 ,$18.01 ,N
11/9/2020,11/9/2020,11/12/2020,2,AER,AerCap,SELL,-0.5,$36.11 ,$18.06 ,N
11/9/2020,11/9/2020,11/12/2020,2,DOW,Dow,SELL,-1,$53.93 ,$53.93 ,N
11/9/2020,11/9/2020,11/12/2020,2,HLAL,Listed Funds Trust Wahed FTSE USA Shariah,SELL,-10,$32.20 ,$322.00 ,N
11/9/2020,11/9/2020,11/12/2020,2,VNO,Vornado Realty Trust,SELL,-0.2,$41.05 ,$8.21 ,N
11/9/2020,11/9/2020,11/12/2020,2,XLV,Health Care Select Sector SPDR Fund,SELL,-5,$113.08 ,$565.41 ,N
11/9/2020,11/9/2020,11/12/2020,2,XLU,Utilities Select Sector SPDR Fund,SELL,-5,$67.53 ,$337.65 ,N
11/9/2020,11/9/2020,11/12/2020,2,MLHR,Herman Miller,SELL,-5,$35.33 ,$176.65 ,N
11/6/2020,11/6/2020,11/6/2020,2,THO,Cash Div: R/D 2020-10-23 P/D 2020-11-06 - 0.25 shares at 0.41,CDIV,--,--,$0.10 ,N
11/6/2020,11/6/2020,11/10/2020,2,PS,Pluralsight,BUY,2,$14.56 ,($29.13),N
11/4/2020,11/4/2020,11/6/2020,2,NSANY,Nissan,SELL,-4,$7.42 ,$29.68 ,N
11/4/2020,11/4/2020,11/6/2020,2,CAH,Cardinal Health,SELL,-0.2,$50.66 ,$10.13 ,N
11/4/2020,11/4/2020,11/6/2020,2,CVS,CVS,SELL,-1,$61.27 ,$61.27 ,N
11/4/2020,11/4/2020,11/6/2020,2,WBA,Walgreens,SELL,-1,$37.42 ,$37.43 ,N
11/4/2020,11/4/2020,11/6/2020,2,CRSP,CRISPR,SELL,-0.5,$96.23 ,$48.12 ,N
11/4/2020,11/4/2020,11/6/2020,2,AMAT,Applied Materials,SELL,-0.1,$63.91 ,$6.39 ,N
11/4/2020,11/4/2020,11/6/2020,2,PFE,Pfizer,SELL,-2,$38.00 ,$76.00 ,N
11/4/2020,11/4/2020,11/6/2020,2,AL,Air Lease,SELL,-1,$29.39 ,$29.39 ,N
11/4/2020,11/4/2020,11/6/2020,2,AER,AerCap,SELL,-1,$27.13 ,$27.13 ,N
11/4/2020,11/4/2020,11/6/2020,2,ADBE,Adobe,SELL,-0.1,$487.70 ,$48.77 ,N
11/4/2020,11/4/2020,11/6/2020,2,LIN,Linde,SELL,-0.3,$235.47 ,$70.64 ,N
11/4/2020,11/4/2020,11/6/2020,2,UNP,Union Pacific,SELL,-0.6,$190.29 ,$114.17 ,N
11/4/2020,11/4/2020,11/6/2020,2,MRK,Merck,SELL,-0.5,$82.22 ,$41.11 ,N
11/4/2020,11/4/2020,11/6/2020,2,MSFT,Microsoft,SELL,-1,$216.86 ,$216.86 ,N
11/4/2020,11/4/2020,11/6/2020,2,XLV,Health Care Select Sector SPDR Fund,SELL,-1,$110.46 ,$110.46 ,N
11/4/2020,11/4/2020,11/6/2020,2,GOOG,Alphabet Class C,SELL,-0.3,"$1,762.64 ",$528.77 ,N
11/4/2020,11/4/2020,11/6/2020,2,EME,Emcor,SELL,-0.2,$71.82 ,$14.36 ,N
11/4/2020,11/4/2020,11/6/2020,2,COMM,CommScope,SELL,-5,$9.73 ,$48.66 ,N
11/4/2020,11/4/2020,11/6/2020,2,AMT,American Tower,SELL,-4,$240.60 ,$962.37 ,N
11/4/2020,11/4/2020,11/6/2020,2,AMT,American Tower,BUY,2,$240.60 ,($481.20),N
11/4/2020,11/4/2020,11/6/2020,2,XLV,Health Care Select Sector SPDR Fund,SELL,-5,$110.31 ,$551.54 ,N
11/3/2020,11/3/2020,11/5/2020,2,CAJ,Canon,SELL,-4,$18.11 ,$72.44 ,N
11/3/2020,11/3/2020,11/5/2020,2,BABA,Alibaba,SELL,-0.6,$286.23 ,$171.74 ,N
11/3/2020,11/3/2020,11/5/2020,2,HMC,Honda,SELL,-1,$24.83 ,$24.83 ,N
11/3/2020,11/3/2020,11/5/2020,2,BABA,Alibaba,BUY,0.1,$281.65 ,($28.17),N
11/2/2020,11/2/2020,11/2/2020,2,T,Cash Div: R/D 2020-10-12 P/D 2020-11-02 - 3.5 shares at 0.52,CDIV,--,--,$1.82 ,N
11/2/2020,11/2/2020,11/2/2020,2,CVS,Cash Div: R/D 2020-10-22 P/D 2020-11-02 - 1 shares at 0.5,CDIV,--,--,$0.50 ,N
11/2/2020,11/2/2020,11/2/2020,2,EIX,Cash Div: R/D 2020-09-30 P/D 2020-11-02 - 1.9 shares at 0.6375,CDIV,--,--,$1.21 ,N
11/2/2020,11/2/2020,11/4/2020,2,AMCR,Amcor PLC,SELL,-2,$10.82 ,$21.64 ,N
11/2/2020,11/2/2020,11/4/2020,2,OKE,Oneok,SELL,-0.3,$29.42 ,$8.82 ,N
11/2/2020,11/2/2020,11/4/2020,2,NPSNY,Naspers,SELL,-0.4,$39.44 ,$15.77 ,N
11/2/2020,11/2/2020,11/4/2020,2,PCRFY,Panasonic,SELL,-5,$9.37 ,$46.85 ,N
10/30/2020,10/30/2020,10/30/2020,2,EME,Cash Div: R/D 2020-10-16 P/D 2020-10-30 - 0.2 shares at 0.08,CDIV,--,--,$0.02 ,N
10/30/2020,10/30/2020,11/3/2020,2,AMT,American Tower,BUY,0.3,$227.28 ,($68.18),N
10/30/2020,10/30/2020,11/3/2020,2,AMT,American Tower,BUY,0.3,$227.35 ,($68.21),N
10/30/2020,10/30/2020,11/3/2020,2,XLV,Health Care Select Sector SPDR Fund,BUY,1,$100.64 ,($100.64),N
10/30/2020,10/30/2020,11/3/2020,2,JNJ,Johnson & Johnson,BUY,0.5,$135.13 ,($67.57),N
10/30/2020,10/30/2020,11/3/2020,2,SCS,Steelcase,BUY,4,$10.40 ,($41.58),N
10/30/2020,10/30/2020,11/3/2020,2,KMB,Kimberly-Clark,BUY,0.3,$131.70 ,($39.51),N
10/30/2020,10/30/2020,11/3/2020,2,INTC,Intel,BUY,1,$43.72 ,($43.72),N
10/30/2020,10/30/2020,11/3/2020,2,INTC,Intel,BUY,0.5,$43.72 ,($21.86),N
10/30/2020,10/30/2020,11/3/2020,2,SWRAY,Swire Pacific,BUY,22,$4.59 ,($100.98),N
10/30/2020,10/30/2020,11/3/2020,2,TSLA,Tesla,BUY,0.1,$382.40 ,($38.24),N
10/30/2020,10/30/2020,11/3/2020,2,AER,AerCap,BUY,1.8,$24.38 ,($43.88),N
10/30/2020,10/30/2020,11/3/2020,2,AL,Air Lease,BUY,1,$26.76 ,($26.76),N
10/30/2020,10/30/2020,11/3/2020,2,AL,Air Lease,BUY,0.5,$26.72 ,($13.36),N
10/30/2020,10/30/2020,11/3/2020,2,FLY,FLY Leasing,BUY,10,$5.90 ,($58.95),N
10/30/2020,10/30/2020,11/3/2020,2,RDFN,Redfin,BUY,1,$42.34 ,($42.34),N
10/30/2020,10/30/2020,10/30/2020,2,--,Deposit,ACH,--,--,$500.00 ,N
10/30/2020,10/30/2020,11/3/2020,2,HLAL,Listed Funds Trust Wahed FTSE USA Shariah,BUY,2,$28.70 ,($57.40),N
10/30/2020,10/30/2020,11/3/2020,2,COST,Costco,BUY,0.2,$358.43 ,($71.69),N
10/30/2020,10/30/2020,11/3/2020,2,AL,Air Lease,BUY,0.5,$27.28 ,($13.64),N
10/30/2020,10/30/2020,11/3/2020,2,AER,AerCap,BUY,0.2,$24.89 ,($4.98),N
10/30/2020,10/30/2020,11/3/2020,2,ADBE,Adobe,BUY,0.1,$445.47 ,($44.55),N
10/30/2020,10/30/2020,11/3/2020,2,AAPL,Apple,BUY,0.413267,$109.54 ,($45.27),N
10/30/2020,10/30/2020,11/3/2020,2,AAPL,Apple,BUY,0.086733,$109.54 ,($9.50),N
10/30/2020,10/30/2020,11/3/2020,2,ADSK,Autodesk,BUY,0.1,$234.80 ,($23.48),N
10/30/2020,10/30/2020,11/3/2020,2,ANSS,ANSYS,BUY,0.1,$301.84 ,($30.18),N
10/30/2020,10/30/2020,11/3/2020,2,MSFT,Microsoft,BUY,0.5,$200.16 ,($100.08),N
10/30/2020,10/30/2020,11/3/2020,2,ADBE,Adobe,BUY,0.1,$449.56 ,($44.96),N
10/30/2020,10/30/2020,11/3/2020,2,ETR,Entergy,BUY,0.2,$100.75 ,($20.15),N
10/30/2020,10/30/2020,11/3/2020,2,SMPL,Simply Good Foods,BUY,1,$18.80 ,($18.80),N
10/30/2020,10/30/2020,11/3/2020,2,JNJ,Johnson & Johnson,BUY,0.7,$136.57 ,($95.60),N
10/29/2020,10/29/2020,11/2/2020,2,FSLY,Fastly,BUY,0.2,$67.88 ,($13.58),N
10/29/2020,10/29/2020,11/2/2020,2,ETR,Entergy,BUY,0.2,$101.00 ,($20.20),N
10/29/2020,10/29/2020,11/2/2020,2,SMPL,Simply Good Foods,BUY,1,$18.83 ,($18.83),N
10/29/2020,10/29/2020,11/2/2020,2,KMB,Kimberly-Clark,BUY,0.1,$131.06 ,($13.11),N
10/29/2020,10/29/2020,11/2/2020,2,AMCR,Amcor PLC,BUY,1,$10.41 ,($10.41),N
10/29/2020,10/29/2020,11/2/2020,2,ATO,Atmos Energy,BUY,0.3,$91.00 ,($27.30),N
10/28/2020,10/28/2020,10/30/2020,2,ADBE,Adobe,BUY,0.1,$459.13 ,($45.91),N
10/28/2020,10/28/2020,10/30/2020,2,XLB,Materials Select Sector SPDR ETF,BUY,0.5,$62.34 ,($31.17),N
10/28/2020,10/28/2020,10/30/2020,2,UNP,Union Pacific,BUY,0.2,$173.99 ,($34.80),N
10/28/2020,10/28/2020,10/30/2020,2,IBM,IBM,BUY,0.5,$106.13 ,($53.07),N
10/28/2020,10/28/2020,10/30/2020,2,IBM,IBM,BUY,0.5,$106.11 ,($53.06),N
10/28/2020,10/28/2020,10/30/2020,2,HLAL,Listed Funds Trust Wahed FTSE USA Shariah,BUY,1,$29.15 ,($29.15),N
10/28/2020,10/28/2020,10/30/2020,2,AMT,American Tower,BUY,0.1,$230.52 ,($23.05),N
10/28/2020,10/28/2020,10/30/2020,2,ADSK,Autodesk,BUY,0.1,$238.12 ,($23.81),N
10/28/2020,10/28/2020,10/30/2020,2,ANSS,ANSYS,BUY,0.1,$308.47 ,($30.85),N
10/28/2020,10/28/2020,10/30/2020,2,AMT,American Tower,BUY,0.1,$231.80 ,($23.18),N
10/28/2020,10/28/2020,10/30/2020,2,XLV,Health Care Select Sector SPDR Fund,BUY,1,$102.81 ,($102.81),N
10/28/2020,10/28/2020,10/30/2020,2,HLAL,Listed Funds Trust Wahed FTSE USA Shariah,BUY,1,$29.30 ,($29.30),N
10/28/2020,10/28/2020,10/30/2020,2,APD,Air Products & Chemicals,BUY,0.1,$275.87 ,($27.59),N
10/28/2020,10/28/2020,10/30/2020,2,KMB,Kimberly-Clark,BUY,0.2,$133.04 ,($26.61),N
10/28/2020,10/28/2020,10/30/2020,2,SMPL,Simply Good Foods,BUY,1,$19.58 ,($19.58),N
10/28/2020,10/28/2020,10/30/2020,2,XLV,Health Care Select Sector SPDR Fund,BUY,0.5,$104.00 ,($52.00),N
10/28/2020,10/28/2020,10/30/2020,2,FSLY,Fastly,BUY,0.3,$72.00 ,($21.60),N
10/28/2020,10/28/2020,10/30/2020,2,TSLA,Tesla,BUY,0.2,$412.83 ,($82.57),N
10/28/2020,10/28/2020,10/30/2020,2,UNP,Union Pacific,BUY,0.2,$176.52 ,($35.31),N
10/28/2020,10/28/2020,10/30/2020,2,DOW,Dow,BUY,0.5,$44.94 ,($22.47),N
10/28/2020,10/28/2020,10/30/2020,2,LIN,Linde,BUY,0.03391,$218.87 ,($7.42),N
10/28/2020,10/28/2020,10/30/2020,2,COMM,CommScope,BUY,20,$8.65 ,($173.00),N
10/28/2020,10/28/2020,10/30/2020,2,RDFN,Redfin,BUY,0.5,$42.61 ,($21.31),N
