Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
7/30/2021,7/30/2021,7/30/2021,2,QQQ,Cash Div: R/D 2021-06-22 P/D 2021-07-30 - 0.1 shares at 0.39679,CDIV,--,--,$0.04 ,N
7/30/2021,7/30/2021,8/3/2021,2,ENPH,Enphase Energy,SELL,-0.15,$186.08 ,$27.91 ,N
7/30/2021,7/30/2021,8/3/2021,2,PFE,Pfizer,BUY,1,$42.90 ,($42.90),N
7/30/2021,7/30/2021,8/3/2021,2,CSCO,Cisco Systems,SELL,-1,$55.45 ,$55.45 ,N
7/30/2021,7/30/2021,8/3/2021,2,ETSY,Etsy,BUY,0.25,$185.68 ,($46.42),N
7/30/2021,7/30/2021,8/3/2021,2,KHC,Kraft Foods,BUY,1,$38.79 ,($38.79),N
7/30/2021,7/30/2021,8/3/2021,2,RL,Ralph Lauren,SELL,-1,$116.11 ,$116.11 ,N
7/30/2021,7/30/2021,8/3/2021,2,SWKS,Skyworks,BUY,1,$178.00 ,($178.00),N
7/30/2021,7/30/2021,8/3/2021,2,SWKS,Skyworks,BUY,0.2,$178.28 ,($35.66),N
7/30/2021,7/30/2021,8/3/2021,2,ETSY,Etsy,BUY,0.25,$189.78 ,($47.45),N
7/30/2021,7/30/2021,8/3/2021,2,NTDOY,Nintendo,BUY,1,$64.43 ,($64.43),N
7/29/2021,7/29/2021,8/2/2021,2,QS,QuantumScape,BUY,1,$22.55 ,($22.55),N
7/29/2021,7/29/2021,8/2/2021,2,GLW,Corning,SELL,-1,$41.92 ,$41.92 ,N
7/29/2021,7/29/2021,8/2/2021,2,QCOM,Qualcomm,SELL,-1,$150.69 ,$150.69 ,N
7/29/2021,7/29/2021,8/2/2021,2,QCOM,Qualcomm,SELL,-0.1,$150.70 ,$15.07 ,N
7/29/2021,7/29/2021,8/2/2021,2,TSLA,Tesla,SELL,-0.15,$681.96 ,$102.29 ,N
7/29/2021,7/29/2021,8/2/2021,2,USX,U.S. Xpress,SELL,-30,$8.96 ,$268.80 ,N
7/29/2021,7/29/2021,8/2/2021,2,SWKS,Skyworks,SELL,-0.2,$197.26 ,$39.45 ,N
7/29/2021,7/29/2021,8/2/2021,2,NTDOY,Nintendo,BUY,1,$66.78 ,($66.78),N
7/29/2021,7/29/2021,8/2/2021,2,LRCX,Lam Research,BUY,0.1,$604.18 ,($60.42),N
7/28/2021,7/28/2021,7/28/2021,2,CSCO,Cash Div: R/D 2021-07-06 P/D 2021-07-28 - 1 shares at 0.37,CDIV,--,--,$0.37 ,N
7/28/2021,7/28/2021,7/30/2021,2,DM,Desktop Metal,SELL,-15,$9.42 ,$141.23 ,N
7/28/2021,7/28/2021,7/30/2021,2,NEXA,Nexa Resources,SELL,-10,$8.55 ,$85.50 ,N
7/28/2021,7/28/2021,7/30/2021,2,QS,QuantumScape,SELL,-4,$24.04 ,$96.14 ,N
7/28/2021,7/28/2021,7/30/2021,2,CMI,Cummins,BUY,0.25,$231.10 ,($57.77),N
7/28/2021,7/28/2021,7/30/2021,2,CLNE,Clean Energy Fuels,SELL,-30,$7.70 ,$231.15 ,N
7/28/2021,7/28/2021,7/30/2021,2,RL,Ralph Lauren,BUY,1,$108.88 ,($108.88),N
7/28/2021,7/28/2021,7/30/2021,2,MGA,Magna,BUY,1,$81.26 ,($81.26),N
7/28/2021,7/28/2021,7/30/2021,2,KHC,Kraft Foods,BUY,1,$38.87 ,($38.87),N
7/28/2021,7/28/2021,7/30/2021,2,HUN,Huntsman,BUY,1,$25.80 ,($25.80),N
7/28/2021,7/28/2021,7/30/2021,2,VLDR,Velodyne Lidar,SELL,-20,$8.19 ,$163.80 ,N
7/28/2021,7/28/2021,7/30/2021,2,CMI,Cummins,BUY,0.25,$232.46 ,($58.12),N
7/28/2021,7/28/2021,7/30/2021,2,BE,Bloom Energy,SELL,-5,$21.41 ,$107.05 ,N
7/28/2021,7/28/2021,7/30/2021,2,BLDP,Ballard Power Systems,SELL,-5,$16.05 ,$80.25 ,N
7/28/2021,7/28/2021,7/30/2021,2,HYLN,Hyliion,SELL,-6,$9.88 ,$59.31 ,N
7/28/2021,7/28/2021,7/30/2021,2,ENPH,Enphase Energy,BUY,0.15,$168.42 ,($25.26),N
7/28/2021,7/28/2021,7/30/2021,2,NTDOY,Nintendo,BUY,1,$67.18 ,($67.18),N
7/28/2021,7/28/2021,7/30/2021,2,LIN,Linde,SELL,-0.5,$297.04 ,$148.52 ,N
7/28/2021,7/28/2021,7/30/2021,2,PLUG,Plug Power,SELL,-14,$26.82 ,$375.48 ,N
7/27/2021,7/27/2021,7/29/2021,2,ARKX,ARK Space Exploration & Innovation,BUY,2,$19.81 ,($39.62),N
7/27/2021,7/27/2021,7/29/2021,2,ARKQ,ARK Autonomous Technology & Robotics,BUY,0.5,$77.03 ,($38.52),N
7/27/2021,7/27/2021,7/29/2021,2,ETSY,Etsy,BUY,0.25,$192.64 ,($48.16),N
7/27/2021,7/27/2021,7/29/2021,2,SWKS,Skyworks,BUY,0.1,$185.42 ,($18.54),N
7/27/2021,7/27/2021,7/29/2021,2,NEP,NextEra Energy,SELL,-1,$74.94 ,$74.94 ,N
7/27/2021,7/27/2021,7/29/2021,2,MDLA,Medallia,SELL,-4,$33.60 ,$134.40 ,N
7/27/2021,7/27/2021,7/29/2021,2,KBH,KB Home,SELL,-3,$41.05 ,$123.15 ,N
7/27/2021,7/27/2021,7/29/2021,2,SRE,Sempra,SELL,-0.25,$132.10 ,$33.03 ,N
7/27/2021,7/27/2021,7/29/2021,2,TSLA,Tesla,BUY,0.15,$634.78 ,($95.22),N
7/27/2021,7/27/2021,7/29/2021,2,VLDR,Velodyne Lidar,BUY,13,$7.64 ,($99.32),N
7/27/2021,7/27/2021,7/29/2021,2,CLNE,Clean Energy Fuels,BUY,10,$7.36 ,($73.60),N
7/27/2021,7/27/2021,7/29/2021,2,CLNE,Clean Energy Fuels,BUY,20,$7.38 ,($147.55),N
7/27/2021,7/27/2021,7/29/2021,2,HYLN,Hyliion,BUY,1,$9.34 ,($9.35),N
7/27/2021,7/27/2021,7/29/2021,2,UBER,Uber,BUY,0.5,$45.17 ,($22.59),N
7/27/2021,7/27/2021,7/29/2021,2,ETSY,Etsy,BUY,0.25,$194.25 ,($48.56),N
7/27/2021,7/27/2021,7/29/2021,2,RUN,Sunrun,BUY,0.5,$48.24 ,($24.12),N
7/27/2021,7/27/2021,7/29/2021,2,QS,QuantumScape,BUY,1,$21.33 ,($21.33),N
7/27/2021,7/27/2021,7/29/2021,2,CRSR,Corsair Gaming,BUY,1,$28.64 ,($28.64),N
7/27/2021,7/27/2021,7/29/2021,2,ARKK,ARK Innovation ETF,BUY,0.5,$116.61 ,($58.31),N
7/27/2021,7/27/2021,7/29/2021,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.25,$112.98 ,($28.25),N
7/27/2021,7/27/2021,7/29/2021,2,DM,Desktop Metal,BUY,5,$8.95 ,($44.75),N
7/27/2021,7/27/2021,7/29/2021,2,VLDR,Velodyne Lidar,BUY,5,$7.65 ,($38.25),N
7/27/2021,7/27/2021,7/29/2021,2,CLNE,Clean Energy Fuels,BUY,4,$7.42 ,($29.68),N
7/27/2021,7/27/2021,7/29/2021,2,BLDP,Ballard Power Systems,BUY,5,$15.06 ,($75.29),N
7/27/2021,7/27/2021,7/29/2021,2,NEXA,Nexa Resources,BUY,10,$8.15 ,($81.50),N
7/27/2021,7/27/2021,7/29/2021,2,QCOM,Qualcomm,BUY,0.1,$140.67 ,($14.07),N
7/27/2021,7/27/2021,7/29/2021,2,SWKS,Skyworks,BUY,0.1,$188.51 ,($18.85),N
7/27/2021,7/27/2021,7/29/2021,2,POAHY,Porsche,BUY,3,$10.43 ,($31.29),N
7/27/2021,7/27/2021,7/29/2021,2,CLNE,Clean Energy Fuels,BUY,2,$7.45 ,($14.90),N
7/27/2021,7/27/2021,7/29/2021,2,RXT,Rackspace Technology,BUY,1,$18.02 ,($18.02),N
7/27/2021,7/27/2021,7/29/2021,2,BAYRY,Bayer,BUY,1,$14.84 ,($14.84),N
7/27/2021,7/27/2021,7/29/2021,2,ICLN,IShares Global Clean Energy ETF,BUY,2,$21.95 ,($43.90),N
7/27/2021,7/27/2021,7/29/2021,2,INTC,Intel,BUY,1,$52.64 ,($52.64),N
7/27/2021,7/27/2021,7/29/2021,2,RXT,Rackspace Technology,BUY,1,$18.04 ,($18.04),N
7/27/2021,7/27/2021,7/29/2021,2,CRSR,Corsair Gaming,BUY,1,$28.84 ,($28.84),N
7/27/2021,7/27/2021,7/29/2021,2,RBLX,Roblox,BUY,0.5,$75.27 ,($37.64),N
7/27/2021,7/27/2021,7/29/2021,2,BE,Bloom Energy,BUY,1,$20.19 ,($20.19),N
7/27/2021,7/27/2021,7/29/2021,2,BE,Bloom Energy,BUY,1,$20.21 ,($20.21),N
7/27/2021,7/27/2021,7/29/2021,2,QS,QuantumScape,BUY,1,$21.63 ,($21.63),N
7/27/2021,7/27/2021,7/29/2021,2,INTC,Intel,BUY,1,$52.65 ,($52.65),N
7/27/2021,7/27/2021,7/29/2021,2,RXT,Rackspace Technology,BUY,1,$18.16 ,($18.16),N
7/27/2021,7/27/2021,7/29/2021,2,BLDP,Ballard Power Systems,BUY,1,$15.00 ,($15.01),N
7/27/2021,7/27/2021,7/29/2021,2,BLDP,Ballard Power Systems,BUY,1,$15.02 ,($15.03),N
7/27/2021,7/27/2021,7/29/2021,2,BE,Bloom Energy,BUY,1,$20.42 ,($20.42),N
7/27/2021,7/27/2021,7/29/2021,2,CRSR,Corsair Gaming,BUY,1,$29.13 ,($29.13),N
7/27/2021,7/27/2021,7/29/2021,2,ARKQ,ARK Autonomous Technology & Robotics,BUY,0.5,$78.52 ,($39.26),N
7/27/2021,7/27/2021,7/29/2021,2,BLDP,Ballard Power Systems,BUY,1,$15.15 ,($15.15),N
7/27/2021,7/27/2021,7/29/2021,2,ARKG,ARK Genomic Revolution ETF,BUY,0.5,$82.61 ,($41.31),N
7/26/2021,7/26/2021,7/26/2021,2,--,Crypto Money Movement,COIN,--,--,$182.99 ,N
7/26/2021,7/26/2021,7/28/2021,2,VLDR,Velodyne Lidar,BUY,2,$7.61 ,($15.22),N
7/23/2021,7/23/2021,7/27/2021,2,MGA,Magna,BUY,1,$81.28 ,($81.28),N
7/23/2021,7/23/2021,7/27/2021,2,LRCX,Lam Research,SELL,-0.1,$643.03 ,$64.30 ,N
7/23/2021,7/23/2021,7/27/2021,2,KBH,KB Home,SELL,-3,$41.46 ,$124.37 ,N
7/23/2021,7/23/2021,7/27/2021,2,QCOM,Qualcomm,SELL,-1,$144.09 ,$144.09 ,N
7/23/2021,7/23/2021,7/27/2021,2,QCOM,Qualcomm,SELL,-0.25,$144.10 ,$36.03 ,N
7/23/2021,7/23/2021,7/27/2021,2,ETSY,Etsy,SELL,-1,$207.23 ,$207.23 ,N
7/23/2021,7/23/2021,7/27/2021,2,ETSY,Etsy,BUY,0.5,$207.28 ,($103.64),N
7/23/2021,7/23/2021,7/27/2021,2,INTC,Intel,BUY,1,$52.94 ,($52.94),N
7/22/2021,7/22/2021,7/26/2021,2,RXT,Rackspace Technology,BUY,1,$18.00 ,($18.00),N
7/22/2021,7/22/2021,7/26/2021,2,VLDR,Velodyne Lidar,BUY,10,$8.20 ,($82.00),N
7/22/2021,7/22/2021,7/26/2021,2,DM,Desktop Metal,BUY,10,$9.08 ,($90.80),N
7/19/2021,7/19/2021,7/21/2021,2,HJEN,Direxion Hydrogen ETF,BUY,2,$20.50 ,($41.00),N
7/19/2021,7/19/2021,7/21/2021,2,AES,AES,BUY,1,$23.62 ,($23.62),N
7/19/2021,7/19/2021,7/21/2021,2,SIEGY,Siemens,BUY,1,$74.21 ,($74.21),N
7/19/2021,7/19/2021,7/21/2021,2,TPR,Tapestry,BUY,1,$37.75 ,($37.75),N
7/19/2021,7/19/2021,7/21/2021,2,ABNB,Airbnb,BUY,0.25,$131.98 ,($32.99),N
7/19/2021,7/19/2021,7/21/2021,2,NTDOY,Nintendo,BUY,1,$68.80 ,($68.80),N
7/19/2021,7/19/2021,7/21/2021,2,RL,Ralph Lauren,BUY,0.5,$104.16 ,($52.08),N
